rgn_id,stock_id,year,bbmsy
4,Cetorhinus_maximus-27,2006,0.275068524
4,Cetorhinus_maximus-27,2007,0.290128678
4,Cetorhinus_maximus-27,2008,0.306921083
4,Cetorhinus_maximus-27,2009,0.324909722
4,Cetorhinus_maximus-27,2010,0.344562452
4,Cetorhinus_maximus-27,2011,0.365073502
4,Cetorhinus_maximus-27,2012,0.38653986
4,Cetorhinus_maximus-27,2013,0.408824053
4,Scomber_scombrus-27,2001,1.353615199
4,Scomber_scombrus-27,2002,1.344271323
4,Scomber_scombrus-27,2003,1.335312611
4,Scomber_scombrus-27,2004,1.32588718
4,Scomber_scombrus-27,2005,1.335972625
4,Scomber_scombrus-27,2006,1.36402484
4,Scomber_scombrus-27,2007,1.400070834
4,Scomber_scombrus-27,2008,1.433440344
4,Scomber_scombrus-27,2009,1.459224515
4,Scomber_scombrus-27,2010,1.46071954
4,Scomber_scombrus-27,2011,1.43391612
4,Scomber_scombrus-27,2012,1.396962778
4,Scomber_scombrus-27,2013,1.356429847
4,Scomber_scombrus-27,2014,1.281322046
4,Squalus_acanthias-21,2001,0.942799808
4,Squalus_acanthias-21,2002,0.938875371
4,Squalus_acanthias-21,2003,0.94430277
4,Squalus_acanthias-21,2004,0.955966578
4,Squalus_acanthias-21,2005,0.970738386
4,Squalus_acanthias-21,2006,0.985560443
4,Squalus_acanthias-21,2007,0.999915816
4,Squalus_acanthias-21,2008,1.011962157
4,Squalus_acanthias-21,2009,1.022734614
4,Squalus_acanthias-21,2010,1.03443955
4,Squalus_acanthias-21,2011,1.040306731
4,Squalus_acanthias-21,2012,1.040426282
4,Squalus_acanthias-21,2013,1.038757027
4,Squalus_acanthias-21,2014,1.034147015
4,Squalus_acanthias-27,2001,0.273630223
4,Squalus_acanthias-27,2002,0.273418966
4,Squalus_acanthias-27,2003,0.273526111
4,Squalus_acanthias-27,2004,0.274537371
4,Squalus_acanthias-27,2005,0.277189718
4,Squalus_acanthias-27,2006,0.282193081
4,Squalus_acanthias-27,2007,0.289712401
4,Squalus_acanthias-27,2008,0.300008844
4,Squalus_acanthias-27,2009,0.312100619
4,Squalus_acanthias-27,2010,0.326035767
4,Squalus_acanthias-27,2011,0.341811979
4,Squalus_acanthias-27,2012,0.358922693
4,Squalus_acanthias-27,2013,0.377050046
4,Squalus_acanthias-27,2014,0.396442603
4,Salvelinus_alpinus_alpinus-18,2001,0.432355657
4,Salvelinus_alpinus_alpinus-18,2002,0.437484278
4,Salvelinus_alpinus_alpinus-18,2003,0.442329879
4,Salvelinus_alpinus_alpinus-18,2004,0.447767695
4,Salvelinus_alpinus_alpinus-18,2005,0.452753509
4,Salvelinus_alpinus_alpinus-18,2006,0.457834091
4,Salvelinus_alpinus_alpinus-18,2007,0.462784322
4,Salvelinus_alpinus_alpinus-18,2008,0.467491421
4,Salvelinus_alpinus_alpinus-18,2009,0.471755527
4,Salvelinus_alpinus_alpinus-18,2010,0.476168147
4,Salvelinus_alpinus_alpinus-18,2011,0.480065602
4,Salvelinus_alpinus_alpinus-18,2012,0.483492012
4,Salvelinus_alpinus_alpinus-18,2013,0.486628683
4,Salvelinus_alpinus_alpinus-18,2014,0.489120159
4,Eleginus_nawaga-27,2001,0.355214304
4,Eleginus_nawaga-27,2002,0.34175514
4,Eleginus_nawaga-27,2003,0.329375822
4,Eleginus_nawaga-27,2004,0.314104645
4,Eleginus_nawaga-27,2005,0.303854528
4,Eleginus_nawaga-27,2006,0.301629601
4,Eleginus_nawaga-27,2007,0.310469337
4,Eleginus_nawaga-27,2008,0.324320504
4,Eleginus_nawaga-27,2009,0.341255635
4,Eleginus_nawaga-27,2010,0.357615813
4,Eleginus_nawaga-27,2011,0.375168904
4,Eleginus_nawaga-27,2012,0.393917241
4,Eleginus_nawaga-27,2013,0.40963785
4,Eleginus_nawaga-27,2014,0.427327345
4,Macrourus_berglax-27,2001,0.84850068
4,Macrourus_berglax-27,2002,0.757410918
4,Macrourus_berglax-27,2003,0.665122077
4,Macrourus_berglax-27,2004,0.577004687
4,Macrourus_berglax-27,2005,0.498076439
4,Macrourus_berglax-27,2006,0.434728043
4,Macrourus_berglax-27,2007,0.387780724
4,Macrourus_berglax-27,2008,0.349090586
4,Macrourus_berglax-27,2009,0.320818556
4,Macrourus_berglax-27,2010,0.293586351
4,Macrourus_berglax-27,2011,0.275009949
4,Macrourus_berglax-27,2012,0.264326217
4,Macrourus_berglax-27,2013,0.261938451
4,Macrourus_berglax-27,2014,0.266612785
4,Sebastes_mentella-21,2001,0.829130592
4,Sebastes_mentella-21,2002,0.862221478
4,Sebastes_mentella-21,2003,0.881099589
4,Sebastes_mentella-21,2004,0.859616079
4,Sebastes_mentella-21,2005,0.79634107
4,Sebastes_mentella-21,2006,0.705343967
4,Sebastes_mentella-21,2007,0.600331138
